,imageName,x0,x1,y0,y1
820,22580098,2320,2420,745,845
821,22580098,679,779,536,636
822,22580098,2072,2172,193,293
823,22580098,2238,2338,595,695
824,22580098,2083,2183,619,719
825,22580098,2314,2414,250,350
826,22580098,2303,2403,616,716
827,22580098,2183,2283,929,1029
828,22580098,2128,2228,515,615
829,22580098,2032,2132,1182,1282
830,22580098,1974,2074,797,897
831,22580098,1958,2058,485,585
832,22580098,1847,1947,1529,1629
833,22580098,1850,1950,897,997
834,22580098,1825,1925,1009,1109
835,22580098,1782,1882,13,113
836,22580098,1414,1514,863,963
837,22580098,1413,1513,1422,1522
838,22580098,1407,1507,1063,1163
839,22580098,1040,1140,553,653
840,22580098,999,1099,25,125
841,22580098,998,1098,133,233
842,22580098,2324,2424,501,601
843,22580098,2360,2460,649,749
844,22580393,1151,1251,2328,2428
845,22580393,1337,1437,2256,2356
846,22580393,1394,1494,2268,2368
847,22580393,1552,1652,2120,2220
848,22580393,2201,2301,2041,2141
849,22580492,1773,1873,2460,2560
850,22580492,1233,1333,1854,1954
851,22580492,2176,2276,2041,2141
852,22580492,755,855,1851,1951
853,22580492,1564,1664,1902,2002
854,22580492,1577,1677,1717,1817
855,22580492,1619,1719,1936,2036
856,22580492,1652,1752,1480,1580
857,22580492,1778,1878,1640,1740
858,22580492,2051,2151,2003,2103
859,22580492,2114,2214,2345,2445
860,22580520,1404,1504,599,699
861,22580520,1420,1520,613,713
862,22580520,1373,1473,634,734
863,22580520,1429,1529,577,677
864,22580520,1744,1844,744,844
865,22580520,1474,1574,937,1037
866,22580520,1437,1537,553,653
867,22580520,1759,1859,693,793
868,22580520,1457,1557,452,552
869,22580520,1003,1103,741,841
870,22580520,1088,1188,194,294
871,22580520,1274,1374,722,822
872,22580520,1621,1721,675,775
873,22580520,2134,2234,318,418
874,22580520,2101,2201,677,777
875,22580520,1745,1845,286,386
876,22580520,827,927,291,391
877,22580520,1494,1594,583,683
878,22580520,2199,2299,369,469
879,22580520,1303,1403,540,640
880,22580520,1228,1328,180,280
881,22580520,1213,1313,366,466
882,22580520,1111,1211,513,613
883,22580520,1546,1646,805,905
884,22580520,2264,2364,369,469
885,22580548,2023,2123,1853,1953
886,22580548,2430,2530,2153,2253
887,22580548,2360,2460,2036,2136
888,22580548,1973,2073,1806,1906
889,22580548,1994,2094,2125,2225
890,22580548,2015,2115,1892,1992
891,22580548,2504,2604,2353,2453
892,22580548,2275,2375,1456,1556
893,22580548,2258,2358,1859,1959
894,22580548,2183,2283,1584,1684
895,22580548,2129,2229,1666,1766
896,22580548,2108,2208,1723,1823
897,22580548,1877,1977,2222,2322
898,22580548,2524,2624,1921,2021
899,22580548,1988,2088,2036,2136
900,22580548,1908,2008,2403,2503
901,22580548,1906,2006,1684,1784
902,22580548,1895,1995,2122,2222
903,22580548,1884,1984,1549,1649
904,22580548,1880,1980,2343,2443
905,22580548,2086,2186,2028,2128
906,22580548,2545,2645,2279,2379
907,22580576,2327,2427,220,320
908,22580576,2340,2440,259,359
909,22580576,2288,2388,220,320
910,22580576,2171,2271,871,971
911,22580576,1477,1577,842,942
912,22580576,1535,1635,937,1037
913,22580576,2173,2273,833,933
914,22580576,2428,2528,719,819
915,22580576,1509,1609,910,1010
916,22580576,1530,1630,962,1062
917,22580576,1758,1858,966,1066
918,22580576,2177,2277,888,988
919,22580576,2163,2263,640,740
920,22580576,2325,2425,722,822
921,22580576,1150,1250,467,567
922,22580576,2417,2517,340,440
923,22580576,2003,2103,306,406
924,22580576,1956,2056,57,157
925,22580576,1696,1796,867,967
926,22580576,1589,1689,944,1044
927,22580576,1554,1654,773,873
928,22580576,2120,2220,549,649
929,22580576,2061,2161,463,563
930,22580654,2141,2241,1967,2067
931,22613770,1399,1499,2567,2667
932,22613770,1363,1463,2554,2654
933,22613770,1385,1485,2579,2679
934,22613770,1336,1436,2567,2667
935,22613770,1388,1488,2589,2689
936,22613770,1360,1460,2541,2641
937,22613770,1356,1456,2550,2650
938,22613770,1366,1466,2590,2690
939,22613770,1347,1447,2592,2692
940,22613770,1347,1447,2537,2637
941,22613770,1430,1530,2554,2654
942,22613770,1403,1503,2589,2689
943,22613770,1396,1496,2527,2627
944,22613770,1380,1480,2532,2632
945,22613770,1333,1433,2516,2616
946,22613770,1377,1477,2602,2702
947,22613770,1354,1454,2604,2704
948,22613770,1327,1427,2580,2680
949,22613770,1360,1460,2524,2624
950,22613770,1433,1533,2541,2641
951,22613770,1303,1403,2573,2673
952,22613770,1358,1458,2488,2588
953,22613770,1380,1480,2615,2715
954,22613770,1409,1509,2600,2700
955,22613770,1333,1433,2494,2594
956,22613770,1280,1380,2599,2699
957,22613770,1305,1405,2611,2711
958,22613770,1266,1366,2580,2680
959,22613770,1496,1596,2358,2458
960,22613770,1526,1626,2314,2414
961,22613770,1319,1419,2483,2583
962,22613770,1290,1390,2577,2677
963,22613770,1397,1497,2341,2441
964,22613770,1509,1609,2337,2437
965,22613770,1477,1577,2352,2452
966,22613770,1254,1354,2565,2665
967,22613770,1432,1532,2503,2603
968,22613770,1438,1538,2516,2616
969,22613770,1451,1551,2383,2483
970,22613770,1448,1548,2579,2679
971,22613770,1388,1488,2339,2439
972,22613770,1384,1484,2302,2402
973,22613770,1466,1566,2552,2652
974,22613770,1438,1538,2378,2478
975,22613770,1308,1408,2469,2569
976,22613770,1262,1362,2552,2652
977,22613770,1362,1462,2256,2356
978,22613770,1507,1607,2263,2363
979,22613770,1536,1636,2355,2455
980,22613770,1357,1457,2289,2389
981,22613770,1316,1416,2463,2563
982,22613770,1236,1336,2554,2654
983,22613770,1487,1587,2188,2288
984,22613770,1231,1331,2619,2719
985,22613770,1469,1569,2221,2321
986,22613770,1354,1454,2346,2446
987,22613770,1299,1399,2362,2462
988,22613770,1440,1540,2211,2311
989,22613770,1317,1417,2223,2323
990,22613770,1488,1588,2417,2517
991,22613770,1211,1311,2359,2459
992,22613770,1262,1362,2360,2460
993,22613770,1277,1377,2349,2449
994,22613770,1512,1612,2151,2251
995,22613770,1334,1434,2405,2505
996,22613770,1502,1602,2421,2521
997,22613770,1362,1462,2210,2310
998,22613770,1170,1270,2386,2486
999,22613770,1527,1627,2129,2229
1000,22613770,1207,1307,2723,2823
1001,22613770,1474,1574,2285,2385
1002,22613770,1543,1643,2220,2320
1003,22613770,1135,1235,2524,2624
1004,22613770,1380,1480,2146,2246
1005,22613770,2350,2450,2607,2707
1006,22613770,1317,1417,2721,2821
1007,22613770,1282,1382,2846,2946
1008,22613770,1429,1529,2441,2541
1009,22613770,2522,2622,2395,2495
1010,22613822,1248,1348,2533,2633
1011,22613822,1235,1335,2478,2578
1012,22613822,1220,1320,2511,2611
1013,22613822,1213,1313,2514,2614
1014,22613822,1260,1360,2526,2626
1015,22613822,1249,1349,2538,2638
1016,22613822,1211,1311,2502,2602
1017,22613822,1199,1299,2500,2600
1018,22613822,1270,1370,2511,2611
1019,22613822,1209,1309,2479,2579
1020,22613822,1274,1374,2511,2611
1021,22613822,1284,1384,2513,2613
1022,22613822,1179,1279,2478,2578
1023,22613822,1192,1292,2490,2590
1024,22613822,1291,1391,2519,2619
1025,22613822,1237,1337,2549,2649
1026,22613822,1203,1303,2526,2626
1027,22613822,1280,1380,2500,2600
1028,22613822,1177,1277,2471,2571
1029,22613822,1197,1297,2519,2619
1030,22613822,1278,1378,2478,2578
1031,22613822,1297,1397,2508,2608
1032,22613822,1230,1330,2553,2653
1033,22613822,1176,1276,2462,2562
1034,22613822,1313,1413,2524,2624
1035,22613822,1201,1301,2436,2536
1036,22613822,1322,1422,2518,2618
1037,22613822,1340,1440,2417,2517
1038,22613822,1192,1292,2723,2823
1039,22613822,1334,1434,2546,2646
1040,22613822,1176,1276,2701,2801
1041,22613822,1363,1463,2398,2498
1042,22613822,1173,1273,2743,2843
1043,22613822,1201,1301,2705,2805
1044,22613822,1362,1462,2389,2489
1045,22613822,1367,1467,2437,2537
1046,22613822,1378,1478,2386,2486
1047,22613822,1393,1493,2373,2473
1048,22613822,1160,1260,2747,2847
1049,22613822,1368,1468,2384,2484
1050,22613822,1427,1527,2389,2489
1051,22613822,1178,1278,2757,2857
1052,22613822,1362,1462,2517,2617
1053,22613822,1476,1576,2424,2524
1054,22613822,1184,1284,2690,2790
1055,22613822,1173,1273,2759,2859
1056,22613822,1616,1716,2427,2527
1057,22613822,1518,1618,2470,2570
1058,22613822,1505,1605,2465,2565
1059,22613822,1193,1293,2671,2771
1060,22613822,1206,1306,2575,2675
1061,22613822,1385,1485,2444,2544
1062,22613822,1602,1702,2441,2541
1063,22613822,1524,1624,2459,2559
1064,22613822,1565,1665,2444,2544
1065,22613822,1656,1756,2475,2575
1066,22613822,1458,1558,2419,2519
1067,22613822,1439,1539,2398,2498
1068,22613822,1410,1510,2492,2592
1069,22613822,1622,1722,2430,2530
1070,22613822,1623,1723,2393,2493
1071,22613822,1609,1709,2483,2583
1072,22613822,1146,1246,2779,2879
1073,22613822,1291,1391,2435,2535
1074,22613822,1191,1291,2650,2750
1075,22613822,1385,1485,2660,2760
1076,22613822,1368,1468,2682,2782
1077,22613822,1346,1446,2645,2745
1078,22613822,1631,1731,2402,2502
1079,22613822,1270,1370,2438,2538
1080,22613822,1303,1403,2418,2518
1081,22613822,1553,1653,2500,2600
1082,22613822,1320,1420,2637,2737
1083,22613822,1343,1443,2455,2555
1084,22613822,1505,1605,2574,2674
1085,22613822,1346,1446,2622,2722
1086,22613822,1395,1495,2674,2774
1087,22613822,1467,1567,2522,2622
1088,22613822,1463,1563,2464,2564
1089,22613822,1367,1467,2591,2691
1090,22613822,1400,1500,2516,2616
1091,22613822,1633,1733,2347,2447
1092,22613822,1690,1790,2334,2434
1093,22613822,1742,1842,2543,2643
1094,22613822,1525,1625,2534,2634
1095,22613822,1400,1500,2500,2600
1096,22613822,1519,1619,2652,2752
1097,22613822,1853,1953,2523,2623
1098,22613822,1482,1582,2538,2638
1099,22613822,1717,1817,2528,2628
1100,22613822,1714,1814,2297,2397
1101,22613822,1710,1810,2350,2450
1102,22613822,1856,1956,2476,2576
1103,22613822,1167,1267,2404,2504
1104,22613822,1791,1891,2525,2625
1105,22613822,1743,1843,2597,2697
1106,22613822,1625,1725,2328,2428
1107,22613822,1508,1608,2597,2697
1108,22613822,1611,1711,2515,2615
1109,22613822,1447,1547,2362,2462
1110,22613822,1467,1567,2641,2741
1111,22613822,1528,1628,2702,2802
1112,22613822,1622,1722,2869,2969
1113,22613822,1412,1512,2574,2674
1114,22613822,1284,1384,2704,2804
1115,22613822,1288,1388,2358,2458
1116,22613822,1865,1965,2472,2572
1117,22613822,1836,1936,2606,2706
1118,22613822,2533,2633,2940,3040
1119,22613822,1374,1474,2760,2860
1120,22613822,1406,1506,2303,2403
1121,22613822,1708,1808,2476,2576
1122,22613822,1608,1708,3007,3107
1123,22613822,1439,1539,2749,2849
1124,22613822,2713,2813,2800,2900
1125,22613918,1286,1386,1865,1965
1126,22613918,1530,1630,2014,2114
1127,22613918,1604,1704,1941,2041
1128,22613918,1823,1923,2495,2595
1129,22613970,1558,1658,2246,2346
1130,22613970,1945,2045,1858,1958
1131,22613970,2042,2142,1967,2067
1132,22613970,2648,2748,2210,2310
1133,22614236,1596,1696,304,404
1134,22614236,1644,1744,244,344
1135,22614353,1108,1208,1941,2041
1136,22614353,553,653,1632,1732
1137,22614353,723,823,1618,1718
1138,22614353,1159,1259,1331,1431
1139,22614353,2002,2102,1219,1319
1140,22614405,1433,1533,1639,1739
1141,22614405,1072,1172,1189,1289
1142,22614405,1491,1591,1726,1826
1143,22614405,1716,1816,1070,1170
1144,22614405,2397,2497,1165,1265
1145,22614499,956,1056,2011,2111
1146,22614499,1466,1566,2273,2373
1147,22614499,479,579,2281,2381
1148,22614499,710,810,2408,2508
1149,22614499,829,929,2126,2226
1150,22614499,929,1029,2082,2182
1151,22614499,1241,1341,2345,2445
1152,22614499,1845,1945,1870,1970
1153,22614499,1966,2066,2293,2393
1154,22614499,2056,2156,1521,1621
1155,22614499,2189,2289,1518,1618
1156,22614545,1387,1487,2057,2157
1157,22614545,1529,1629,2494,2594
1158,22614545,1582,1682,2121,2221
1159,22614545,1650,1750,2073,2173
1160,22614545,1786,1886,1506,1606
1161,22614545,2149,2249,1253,1353
1162,22614545,2270,2370,1270,1370
1163,22670465,1341,1441,259,359
1164,22670465,1333,1433,288,388
1165,22670465,1358,1458,293,393
1166,22670465,1312,1412,250,350
1167,22670465,1322,1422,631,731
1168,22670465,1022,1122,457,557
1169,22670465,1347,1447,298,398
1170,22670465,1322,1422,245,345
1171,22670465,992,1092,431,531
1172,22670465,1023,1123,435,535
1173,22670465,1328,1428,620,720
1174,22670465,1344,1444,240,340
1175,22670465,1316,1416,604,704
1176,22670465,973,1073,458,558
1177,22670465,1314,1414,310,410
1178,22670465,1742,1842,446,546
1179,22670465,1290,1390,624,724
1180,22670465,1320,1420,228,328
1181,22670465,1317,1417,320,420
1182,22670465,969,1069,467,567
1183,22670465,1741,1841,474,574
1184,22670465,1369,1469,303,403
1185,22670465,1056,1156,423,523
1186,22670465,1035,1135,436,536
1187,22670465,1296,1396,609,709
1188,22670465,1332,1432,226,326
1189,22670465,1574,1674,521,621
1190,22670465,1658,1758,386,486
1191,22670465,1706,1806,402,502
1192,22670465,947,1047,468,568
1193,22670465,1048,1148,434,534
1194,22670465,969,1069,426,526
1195,22670465,1034,1134,366,466
1196,22670465,1634,1734,382,482
1197,22670465,1367,1467,641,741
1198,22670465,1555,1655,515,615
1199,22670465,1605,1705,486,586
1200,22670465,1016,1116,334,434
1201,22670465,1564,1664,527,627
1202,22670465,1271,1371,670,770
1203,22670465,1368,1468,662,762
1204,22670465,1446,1546,385,485
1205,22670465,1603,1703,470,570
1206,22670465,1434,1534,392,492
1207,22670465,1281,1381,679,779
1208,22670465,1494,1594,397,497
1209,22670465,1292,1392,510,610
1210,22670465,1298,1398,350,450
1211,22670465,1546,1646,473,573
1212,22670465,1747,1847,106,206
1213,22670465,1305,1405,439,539
1214,22670465,1504,1604,411,511
1215,22670465,2119,2219,827,927
1216,22670465,1214,1314,448,548
1217,22670465,1228,1328,509,609
1218,22670465,1208,1308,781,881
1219,22670465,2391,2491,32,132
1220,22670511,1273,1373,572,672
1221,22670511,1287,1387,561,661
1222,22670511,1298,1398,571,671
1223,22670511,1258,1358,569,669
1224,22670511,1296,1396,542,642
1225,22670511,1256,1356,557,657
1226,22670511,1506,1606,812,912
1227,22670511,1298,1398,523,623
1228,22670511,1489,1589,811,911
1229,22670511,1359,1459,684,784
1230,22670511,1520,1620,823,923
1231,22670511,1317,1417,535,635
1232,22670511,1330,1430,541,641
1233,22670511,1513,1613,835,935
1234,22670511,1242,1342,605,705
1235,22670511,1235,1335,593,693
1236,22670511,1238,1338,551,651
1237,22670511,1307,1407,604,704
1238,22670511,1526,1626,845,945
1239,22670511,1347,1447,723,823
1240,22670511,1475,1575,766,866
1241,22670511,1341,1441,731,831
1242,22670511,1332,1432,676,776
1243,22670511,1216,1316,598,698
1244,22670511,1533,1633,787,887
1245,22670511,1316,1416,712,812
1246,22670511,1513,1613,772,872
1247,22670511,1325,1425,734,834
1248,22670511,1553,1653,841,941
1249,22670511,1455,1555,763,863
1250,22670511,1385,1485,700,800
1251,22670511,1334,1434,646,746
1252,22670511,1482,1582,682,782
1253,22670511,1448,1548,815,915
1254,22670511,1582,1682,692,792
1255,22670511,1437,1537,709,809
1256,22670511,1370,1470,400,500
1257,22670511,1405,1505,806,906
1258,22670511,1409,1509,658,758
1259,22670511,1326,1426,447,547
1260,22670511,1492,1592,691,791
1261,22670511,1333,1433,625,725
1262,22670511,1377,1477,389,489
1263,22670511,2210,2310,255,355
1264,22670511,2067,2167,762,862
1265,22670511,1069,1169,423,523
1266,22670511,1420,1520,555,655
1267,22670511,1369,1469,218,318
1268,22670511,1230,1330,414,514
1269,22670511,1226,1326,491,591
1270,22670511,1164,1264,375,475
1271,22670511,1160,1260,517,617
1272,22670511,1442,1542,288,388
1273,22670511,2525,2625,974,1074
1274,22670978,927,1027,160,260
1275,22670978,1006,1106,345,445
1276,22670978,1379,1479,187,287
1277,22670978,1855,1955,254,354
1278,22671003,1315,1415,889,989
1279,22671003,2155,2255,753,853
1280,22671003,1381,1481,528,628
1281,22678449,1821,1921,2184,2284
1282,22678449,1846,1946,2234,2334
1283,22678449,1821,1921,2239,2339
1284,22678449,1783,1883,2218,2318
1285,22678449,590,690,2149,2249
1286,22678449,471,571,2449,2549
1287,22678449,1989,2089,1768,1868
1288,22678449,1953,2053,1852,1952
1289,22678449,1760,1860,1892,1992
1290,22678449,1647,1747,1930,2030
1291,22678449,1576,1676,1664,1764
1292,22678449,1581,1681,1790,1890
1293,22678449,1444,1544,1848,1948
1294,22678449,1353,1453,2120,2220
1295,22678449,1359,1459,1693,1793
1296,22678449,1317,1417,2451,2551
1297,22678449,1218,1318,1932,2032
1298,22678449,1134,1234,1748,1848
1299,22678449,1071,1171,1776,1876
1300,22678449,702,802,2441,2541
1301,22678449,689,789,2274,2374
1302,22678449,596,696,2428,2528
1303,22678449,528,628,2099,2199
1304,22678449,526,626,2253,2353
1305,22678449,2085,2185,2198,2298
1306,22678449,2344,2444,2128,2228
1307,22678472,1436,1536,35,135
1308,22678472,1766,1866,756,856
1309,22678472,816,916,473,573
1310,22678472,885,985,275,375
1311,22678472,1214,1314,227,327
1312,22678472,1272,1372,469,569
1313,22678472,1388,1488,256,356
1314,22678472,1469,1569,243,343
1315,22678472,1630,1730,415,515
1316,22678472,1673,1773,30,130
1317,22678472,1763,1863,256,356
1318,22678472,1851,1951,564,664
1319,22678472,2338,2438,258,358
1320,22678495,1429,1529,1919,2019
1321,22678495,1436,1536,1906,2006
1322,22678495,1388,1488,1912,2012
1323,22678495,1420,1520,1869,1969
1324,22678495,1444,1544,1916,2016
1325,22678495,1436,1536,1931,2031
1326,22678495,1445,1545,1926,2026
1327,22678495,1516,1616,1536,1636
1328,22678495,1409,1509,2088,2188
1329,22678495,1881,1981,2049,2149
1330,22678495,2051,2151,1775,1875
1331,22678495,1567,1667,1486,1586
1332,22678495,1567,1667,1554,1654
1333,22678495,1805,1905,2055,2155
1334,22678495,1874,1974,2312,2412
1335,22678495,1703,1803,1581,1681
1336,22678495,1646,1746,1458,1558
1337,22678495,2125,2225,1636,1736
1338,22678495,593,693,2250,2350
1339,22678495,1475,1575,2296,2396
1340,22678495,2425,2525,1853,1953
1341,22678495,1389,1489,1549,1649
1342,22678495,1280,1380,2191,2291
1343,22678495,1243,1343,1887,1987
1344,22678495,1177,1277,2165,2265
1345,22678495,1014,1114,1894,1994
1346,22678495,1564,1664,1636,1736
1347,22678495,2427,2527,1761,1861
1348,22678518,2142,2242,299,399
1349,22678518,1177,1277,365,465
1350,22678518,2112,2212,312,412
1351,22678518,2136,2236,246,346
1352,22678518,2328,2428,809,909
1353,22678518,1220,1320,615,715
1354,22678518,1446,1546,764,864
1355,22678518,1566,1666,135,235
1356,22678518,1618,1718,338,438
1357,22678518,1706,1806,527,627
1358,22678518,1783,1883,504,604
1359,22678518,2156,2256,553,653
1360,22678518,2342,2442,128,228
1361,22678787,1398,1498,1037,1137
1362,22678787,459,559,2170,2270
1363,22678787,533,633,2043,2143
1364,22678787,540,640,2211,2311
1365,22678787,813,913,1632,1732
1366,22678787,824,924,1785,1885
1367,22678787,1086,1186,1072,1172
1368,22678787,1245,1345,2103,2203
1369,22678787,1349,1449,1453,1553
1370,22678787,1458,1558,2120,2220
1371,22678787,1779,1879,2113,2213
1372,22678787,1787,1887,2257,2357
1373,22678787,2262,2362,1621,1721
1374,22678787,2272,2372,1858,1958
1375,22678810,1518,1618,401,501
1376,22678810,1607,1707,507,607
1377,22678810,1490,1590,352,452
1378,22678810,1556,1656,429,529
1379,22678810,769,869,50,150
1380,22678810,1640,1740,543,643
1381,22678810,1010,1110,771,871
1382,22678810,1321,1421,851,951
1383,22678810,1349,1449,769,869
1384,22678810,1573,1673,536,636
1385,22678810,676,776,35,135
1386,22678810,1685,1785,468,568
1387,22678810,1626,1726,649,749
1388,22678810,1560,1660,637,737
1389,22678810,1557,1657,708,808
1390,22678810,1502,1602,738,838
1391,22678810,1988,2088,707,807
1392,22678810,1429,1529,641,741
1393,22678810,1388,1488,917,1017
1394,22678810,1178,1278,449,549
1395,22678810,888,988,321,421
1396,22678810,786,886,599,699
1397,22678810,755,855,367,467
1398,22678810,1545,1645,1031,1131
1399,22678810,2077,2177,614,714
1400,22678833,1844,1944,952,1052
1401,22678833,2196,2296,1074,1174
1402,22678833,1214,1314,1258,1358
1403,22678833,1337,1437,1812,1912
1404,22678833,1483,1583,1225,1325
1405,22678833,1844,1944,1938,2038
1406,22678833,1888,1988,1711,1811
1407,22678833,2035,2135,2135,2235
1408,22678833,2077,2177,2201,2301
1409,22678833,2248,2348,2238,2338
1410,22678856,1942,2042,675,775
1411,22678856,1479,1579,963,1063
1412,22678856,2013,2113,651,751
1413,22678856,1976,2076,702,802
1414,22678856,2083,2183,747,847
1415,22678856,1509,1609,739,839
1416,22678856,1638,1738,1146,1246
1417,22678856,2015,2115,771,871
1418,22678856,1791,1891,582,682
1419,22678856,1877,1977,1131,1231
1420,22678856,1338,1438,448,548
1421,22678856,2054,2154,505,605
1422,22678856,2032,2132,1135,1235
1423,22678856,2253,2353,529,629
1424,22678856,1778,1878,1129,1229
1425,22678856,1708,1808,1069,1169
1426,22678856,1552,1652,1144,1244
1427,22678856,1448,1548,353,453
1428,22678856,1400,1500,418,518
1429,22678856,2247,2347,636,736
1430,22678953,2225,2325,2501,2601
1431,22678980,1458,1558,365,465
1432,22678980,2422,2522,353,453
1433,22678980,1098,1198,464,564
1434,22678980,1627,1727,437,537
1435,22678980,2282,2382,598,698
1436,22678980,2526,2626,970,1070
1437,22678980,2605,2705,988,1088
1438,22678980,2616,2716,1092,1192
1439,22678980,2738,2838,909,1009
1440,22679008,2874,2974,2385,2485
1441,22679008,2892,2992,2292,2392
1442,22679036,2167,2267,824,924
1443,22679036,2449,2549,243,343
1444,22679036,1602,1702,724,824
1445,22679036,1791,1891,682,782
1446,22679036,1820,1920,752,852
1447,22679036,2396,2496,1159,1259
1448,22679036,2409,2509,951,1051
1449,22679036,2880,2980,944,1044
1450,24055024,234,334,2215,2315
1451,24055024,842,942,2232,2332
1452,24055024,937,1037,2443,2543
1453,24055024,1238,1338,2170,2270
1454,24055024,1595,1695,2372,2472
1455,24055024,1631,1731,2454,2554
1456,24055024,1998,2098,2253,2353
1457,24055078,1282,1382,1727,1827
1458,24055078,458,558,2475,2575
1459,24055078,597,697,2443,2543
1460,24055149,1752,1852,1063,1163
1461,24055149,1761,1861,677,777
1462,24055149,2472,2572,551,651
1463,24055149,2193,2293,767,867
1464,24055149,1222,1322,606,706
1465,24055149,2580,2680,459,559
1466,24055149,2542,2642,344,444
1467,24055149,2475,2575,938,1038
1468,24055149,2467,2567,755,855
1469,24055149,2393,2493,525,625
1470,24055149,2360,2460,667,767
1471,24055149,2137,2237,930,1030
1472,24055149,2126,2226,776,876
1473,24055149,2070,2170,622,722
1474,24055149,1950,2050,843,943
1475,24055149,1911,2011,658,758
1476,24055149,1630,1730,839,939
1477,24055149,1513,1613,764,864
1478,24055149,2594,2694,731,831
1479,24055149,2608,2708,394,494
1480,24055176,1232,1332,1847,1947
1481,24055176,1593,1693,2187,2287
1482,24055176,1788,1888,1628,1728
1483,24055176,1542,1642,1877,1977
1484,24055176,894,994,1616,1716
1485,24055176,2216,2316,1666,1766
1486,24055176,2022,2122,1808,1908
1487,24055176,1977,2077,1931,2031
1488,24055176,1820,1920,1531,1631
1489,24055176,1790,1890,1615,1715
1490,24055176,1752,1852,2086,2186
1491,24055176,1661,1761,2024,2124
1492,24055176,1788,1888,1755,1855
1493,24055176,1466,1566,1845,1945
1494,24055176,1554,1654,2367,2467
1495,24055176,2323,2423,2254,2354
1496,24055176,2322,2422,1722,1822
1497,24055176,2306,2406,2007,2107
1498,24055176,2266,2366,2207,2307
1499,24055176,1073,1173,1948,2048
1500,24055176,2126,2226,1769,1869
1501,24055176,2079,2179,1655,1755
1502,24055176,2045,2145,1512,1612
1503,24055176,1220,1320,2205,2305
1504,24055176,2019,2119,2028,2128
1505,24055176,1290,1390,1951,2051
1506,24055176,1920,2020,1713,1813
1507,24055176,1867,1967,1625,1725
1508,24055176,1858,1958,1689,1789
1509,24055176,1418,1518,2097,2197
1510,24055176,1446,1546,2478,2578
1511,24055176,2371,2471,1780,1880
1512,24055176,1514,1614,1712,1812
1513,24055176,1548,1648,1944,2044
1514,24055176,1582,1682,2047,2147
1515,24055176,2431,2531,1921,2021
1516,24055203,913,1013,176,276
1517,24055203,952,1052,35,135
1518,24055203,2338,2438,412,512
1519,24055203,1537,1637,719,819
1520,24055203,1537,1637,889,989
1521,24055203,1544,1644,193,293
1522,24055203,2038,2138,686,786
1523,24055203,1663,1763,381,481
1524,24055203,1899,1999,525,625
1525,24055203,1894,1994,444,544
1526,24055203,2201,2301,868,968
1527,24055203,2164,2264,796,896
1528,24055203,2144,2244,910,1010
1529,24055203,2038,2138,772,872
1530,24055203,1955,2055,776,876
1531,24055203,1862,1962,633,733
1532,24055203,1871,1971,949,1049
1533,24055203,2376,2476,269,369
1534,24055203,1623,1723,172,272
1535,24055203,1586,1686,508,608
1536,24055203,1467,1567,351,451
1537,24055203,1212,1312,494,594
1538,24055203,1202,1302,5,105
1539,24055203,1176,1276,554,654
1540,24055203,1886,1986,846,946
1541,24055203,2578,2678,449,549
1542,24055274,1681,1781,417,517
1543,24055274,1778,1878,868,968
1544,24055274,1570,1670,1417,1517
1545,24055274,1678,1778,758,858
1546,24055274,1820,1920,1300,1400
1547,24055274,1818,1918,705,805
1548,24055274,2050,2150,1400,1500
1549,24055274,2727,2827,1431,1531
1550,24055328,2909,3009,2088,2188
1551,24055328,1225,1325,2013,2113
1552,24055328,2932,3032,2119,2219
1553,24055328,1220,1320,1960,2060
1554,24055328,1270,1370,2007,2107
1555,24055328,2792,2892,2104,2204
1556,24055328,1258,1358,2041,2141
1557,24055328,1790,1890,2202,2302
1558,24055328,1340,1440,1792,1892
1559,24055328,1385,1485,1931,2031
1560,24055328,2046,2146,2434,2534
1561,24055328,2774,2874,2117,2217
1562,24055328,2338,2438,1743,1843
1563,24055328,2055,2155,2417,2517
1564,24055328,1895,1995,2306,2406
1565,24055328,2812,2912,2063,2163
1566,24055328,1746,1846,2198,2298
1567,24055328,1805,1905,2330,2430
1568,24055328,1452,1552,2208,2308
1569,24055328,1009,1109,1937,2037
1570,24055328,1425,1525,1880,1980
1571,24055328,2214,2314,1994,2094
1572,24055328,2222,2322,2408,2508
1573,24055328,2265,2365,1690,1790
1574,24055328,2266,2366,2626,2726
1575,24055328,2348,2448,1925,2025
1576,24055328,2447,2547,1772,1872
1577,24055328,1628,1728,2748,2848
1578,24055328,2737,2837,2321,2421
1579,24055328,2767,2867,1945,2045
1580,24055328,2775,2875,2225,2325
1581,24055328,1080,1180,3132,3232
1582,24055328,1043,1143,2286,2386
1583,24055328,2210,2310,2105,2205
1584,24055328,2646,2746,2222,2322
1585,24055328,2206,2306,1656,1756
1586,24055328,2044,2144,2169,2269
1587,24055328,1635,1735,2141,2241
1588,24055328,1652,1752,2468,2568
1589,24055328,1670,1770,1817,1917
1590,24055328,1736,1836,1924,2024
1591,24055328,1556,1656,2388,2488
1592,24055328,1786,1886,2533,2633
1593,24055328,1561,1661,2467,2567
1594,24055328,1526,1626,1964,2064
1595,24055328,1837,1937,2124,2224
1596,24055328,1466,1566,2438,2538
1597,24055328,1914,2014,2520,2620
1598,24055328,2001,2101,1792,1892
1599,24055328,2044,2144,2635,2735
1600,24055328,1483,1583,2065,2165
